id	location	breed	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
DRC57	africa	Village Dog DRC-Katanga	0.0244241	-0.0133908	0.0199516	-0.0016658	0.00118073	0.130427	-0.043464	0.0826339	-0.0652945	0.0357265	0.108123	0.212145	-0.422781	0.10107	0.0247275	-0.0467356	0.0280954	0.0758085	-0.0369229	-0.0134399
DRC58	africa	Village Dog DRC-Katanga	0.0237265	-0.0110329	0.0224037	-0.00587755	0.00390098	0.114147	-0.0299022	0.0795297	-0.0584825	0.0339228	0.0965773	0.197239	-0.386864	0.0861289	0.0224995	-0.0548583	0.0190958	0.0612096	-0.0259619	-0.0109362
DRC59	africa	Village Dog DRC-Katanga	0.0236571	-0.0150896	0.021726	6.31196e-5	-0.00784707	0.0680021	-0.0189738	0.0378306	-0.0157234	0.0276432	0.023726	0.00599585	-0.0688429	0.00535274	0.00623387	-0.0272805	0.009708	-0.0290248	-0.0023105	-0.00812816
DRC64	africa	Village Dog DRC-Katanga	0.0236247	-0.0160785	0.0247667	0.00221026	6.36132e-4	0.140328	-0.0363734	0.0908783	-0.0707505	0.0380022	0.112917	0.235559	-0.479974	0.107614	0.0319276	-0.0623519	0.0326097	0.0833575	-0.0395758	-0.0164213
DRC66	africa	Village Dog DRC-Katanga	0.0240403	-0.0104659	0.0175783	-0.00412374	0.00108823	0.0794422	-0.0262874	0.0242256	-0.034082	0.0261061	0.0363545	5.45127e-4	-0.0206098	0.00521642	-0.0133374	0.00820609	0.0175657	-0.0445293	0.0051091900000000004	-0.0172877
DRC70	africa	Village Dog DRC-Katanga	0.0254659	-0.0073451	0.0152617	-0.00611167	0.00534625	0.0530968	-0.0184602	0.0336701	-0.0167804	0.0218779	0.0290683	0.010346	-0.0212955	0.0041029	0.00665338	-0.00776259	-8.73696e-4	-0.022933	0.00534909	-0.00683139
DRC3	africa	Village Dog DRC-Kinshasa	0.0133496	-0.0286795	0.0398263	-0.00561042	-0.00420508	0.0195005	-0.0330205	0.0210698	-0.0264955	0.0126837	0.0040582	-0.00176971	0.0215661	0.00553049	0.00528295	-0.00675826	-0.00657791	-0.0242632	-0.00884662	0.0143406
DRC8	africa	Village Dog DRC-Kinshasa	0.0124708	-0.0394995	0.038661	-0.00160345	0.00324252	0.0150592	-0.0230509	0.0235012	-0.0368169	0.00924232	0.0269735	-0.0144968	0.0138122	-0.00533778	0.00325311	-5.30982e-5	0.00375599	0.00741136	-0.0273039	-0.0331245
DRC10	africa	Village Dog DRC-Kinshasa	0.0100764	-0.0390769	0.0403765	-0.00631496	-0.00140453	0.0255825	-0.0210218	0.00185611	-0.0265951	0.0201872	0.0301836	-0.00959612	0.0143601	-0.00176175	0.00557757	0.0232422	-0.0105807	-0.013145	-0.00745688	-0.0233061
DRC15	africa	Village Dog DRC-Kinshasa	0.0118263	-0.035355	0.0395485	-0.00985747	-0.0169607	0.0206031	-0.0182864	0.0068132	-0.0373642	0.00817941	0.0358846	-0.0228123	0.0364685	0.00365166	4.22548e-4	-0.00135864	0.010483	-0.0176474	-0.0220611	-0.0315038
DRC20	africa	Village Dog DRC-Kinshasa	0.0126724	-0.0363187	0.0369161	-8.01219e-4	-0.005973	0.0191152	-0.0136789	0.00979617	-0.0314462	0.022589	0.0209224	-0.0162484	0.0102164	0.0127734	0.0114257	9.21663e-4	0.0375522	-0.0142623	-0.0169425	-0.0181027
DRC24	africa	Village Dog DRC-Kinshasa	0.0149994	-0.0332381	0.0385327	0.00248583	-0.00520653	0.0271743	-0.0309288	0.0211887	-0.025046	0.00871311	0.0327921	-0.00543054	0.00873926	-0.011366	-0.00890723	0.0033531	-0.0195412	-0.0222149	-0.0173446	-0.00572384
PFZ3A05	middle_east	Village Dog Egypt-Giza	-0.0186547	-0.0412595	-0.02905	-0.0295637	0.0349423	-0.00294828	0.07826	-0.0140518	0.0226907	-0.0260409	0.0226489	-0.0514954	-0.0181132	0.00772069	-0.0406018	-0.0129658	0.0195701	-0.0126971	-0.00727388	-0.0144364
PFZ3E10	middle_east	Village Dog Egypt-Giza	-0.016709	-0.0393144	-0.0323773	-0.0285965	0.0356368	0.00396872	0.0810045	-0.0174729	0.028433	-0.0253167	0.0279817	-0.0466608	-0.0136177	-0.00698051	-0.0400462	-0.0152366	-5.74992e-4	0.00600035	-0.0159886	0.00202722
PFZ3F10	middle_east	Village Dog Egypt-Giza	-0.0173511	-0.0410117	-0.0317123	-0.0250936	0.0382361	0.00105103	0.0878462	-0.014545	0.0189619	-0.0103908	0.0404275	-0.0439669	-0.0280729	-0.010838	-0.02112	-0.0349166	0.0156806	-0.0119555	-0.0057465	-0.00987993
PFZ3F12	middle_east	Village Dog Egypt-Kharga	-0.0341933	-0.0535996	-0.0447985	-0.0375684	0.0521347	-0.00656782	0.145442	-0.0412236	0.0414916	-0.0499842	0.0548086	-0.0913255	-0.0497495	0.0152249	-0.0748079	-0.049383	0.0358418	0.021805	-0.0287247	-0.022465100000000002
PFZ1H02	middle_east	Village Dog Egypt-Luxor	-0.0352513	-0.0580701	-0.0408379	-0.0323107	0.0595457	-0.00838091	0.193167	-0.0572845	0.0513495	-0.0757421	0.0808588	-0.131535	-0.0994013	-0.00329934	-0.132412	-0.0868493	0.0347927	0.00596229	-0.0371509	0.00369235
PFZ1E06	middle_east	Village Dog Egypt-Luxor	-0.035425	-0.056176	-0.0422811	-0.0304727	0.046521	-0.0139968	0.141802	-0.0414132	0.0443979	-0.0455154	0.0466084	-0.0796489	-0.0559229	-0.00398681	-0.0791173	-0.046945	0.0214172	0.00428895	-0.0141398	-0.0130381
PFZ3G10	middle_east	Village Dog Egypt-Luxor	-0.0348987	-0.0548216	-0.037801	-0.0288145	0.0509911	-0.0177623	0.130996	-0.0352725	0.035301	-0.0494931	0.0478372	-0.0701415	-0.0625101	0.00318134	-0.0749785	-0.0405079	0.0151053	0.0111471	-0.0119638	-0.028192
PFZ3H10	middle_east	Village Dog Egypt-Luxor	-0.0277359	-0.0472074	-0.0415998	-0.0273777	0.0430928	-0.0163515	0.105051	-0.0223111	0.0276041	-0.0368169	0.0325738	-0.0563414	-0.0417939	7.42952e-4	-0.0531633	-0.0362241	0.0114515	-0.00158844	-0.00645392	-0.0172028
PFZ3A11	middle_east	Village Dog Egypt-Luxor	-0.0304704	-0.0506054	-0.0317997	-0.0281547	0.0418707	3.34806e-4	0.126053	-0.0277983	0.0372393	-0.0412366	0.0536543	-0.0741986	-0.0529552	0.00252215	-0.0681165	-0.0489528	0.00297463	0.0039821	-0.00851196	-0.0084204
PFZ3B11	middle_east	Village Dog Egypt-Luxor	-0.0345456	-0.050457	-0.0376708	-0.0334124	0.0462481	-0.00718611	0.122601	-0.0277611	0.0340398	-0.0397343	0.0503049	-0.0688634	-0.045643	0.00508294	-0.067434	-0.0501513	0.0136504	0.00187883	-0.016595	7.98871e-4
PFZ3C11	middle_east	Village Dog Egypt-Luxor	-0.0343647	-0.0557003	-0.0413111	-0.0324102	0.0571285	-0.0143999	0.144112	-0.0358819	0.0382733	-0.0503158	0.0508367	-0.0976443	-0.0546628	0.00921051	-0.085612	-0.0488368	0.0126545	0.00987509	-0.0179856	-0.010969
PFZ3B12	middle_east	Village Dog Egypt-Luxor	-0.035615	-0.0542197	-0.0364025	-0.0315615	0.0510601	-0.0186666	0.136573	-0.0383107	0.0335952	-0.0517737	0.0603329	-0.0791276	-0.0530221	-0.00311023	-0.0753766	-0.0456971	0.0101266	0.00710375	-0.0223561	-0.0292329
PFZ3E12	middle_east	Village Dog Egypt-Luxor	-0.0357196	-0.0583096	-0.0413136	-0.030665	0.0608894	-0.0119665	0.196196	-0.0520218	0.0525721	-0.0791729	0.0803325	-0.130033	-0.099492	-0.00509925	-0.126662	-0.077686	0.0309375	0.011022	-0.0426125	-0.00710681
1664	middle_east	Village Dog Egypt-Luxor	-0.0367329	-0.0590137	-0.0396483	-0.0293362	0.0483628	-0.0142165	0.14348	-0.0411508	0.0405318	-0.0469832	0.0492971	-0.0849555	-0.0655063	0.0237007	-0.0837192	-0.0404121	-0.00222937	0.00250652	-0.0241659	-0.00931595
EG41	middle_east	Village Dog Egypt-Luxor	-0.0345601	-0.0557126	-0.0420423	-0.0298321	0.0466682	-0.0161782	0.142314	-0.0317321	0.032371	-0.0416656	0.0572977	-0.0748852	-0.0617603	8.23524e-4	-0.0808322	-0.046732	0.0163325	4.3711e-4	-0.0252852	-0.0212635
EG43	middle_east	Village Dog Egypt-Luxor	-0.0291914	-0.0502407	-0.0353671	-0.0349687	0.0524657	0.0111314	0.124033	-0.0346037	0.0346938	-0.042296	0.0432141	-0.0934075	-0.0536418	1.31687e-4	-0.0899133	-0.0531191	0.0135613	-0.00650741	-0.0136954	-0.0026115
FJ66	islands	Village Dog Fiji-Kadavu	0.0306085	0.0238058	0.00856114	0.0805048	-0.0587069	-0.0901912	0.0997657	0.210692	-0.0267144	-0.00139174	-0.0253705	-0.00456752	-0.0113124	-0.0013331	-0.0132257	-0.0115796	0.00956469	-0.00608944	0.0185257	0.0314969
FJ67	islands	Village Dog Fiji-Kadavu	0.029435	0.0187815	0.00216911	0.0558451	-0.0504894	-0.0478076	0.0626696	0.0918566	-9.47298e-4	0.00805651	0.00166885	-0.0117212	0.00340966	0.0141261	0.00568431	-0.00973503	0.00793396	0.0109266	0.00122846	0.00656198
FJ71	islands	Village Dog Fiji-Kadavu	0.0325356	0.021832	0.00795088	0.0848841	-0.0664135	-0.0937967	0.107313	0.198176	-0.03491	0.00757733	-0.0301297	-0.0147391	-0.00600432	-0.0116934	-0.0242246	-0.00319309	-0.00799526	-0.00428312	0.0294645	0.0301588
FJ74	islands	Village Dog Fiji-Kadavu	0.030367	0.021839	0.00472768	0.0730438	-0.0610786	-0.078036	0.0900041	0.182276	-0.0388073	-0.00142729	-0.0301514	-0.0189911	0.00800392	-0.00707559	0.00255976	-0.0107658	-0.023008	0.0152015	0.0210608	0.0187909
FJ75	islands	Village Dog Fiji-Kadavu	0.0324609	0.022407	0.00799692	0.0806131	-0.0753047	-0.0900488	0.11763	0.257296	-0.0441677	0.00258064	-0.031455	-0.0310534	0.00914945	-0.0238739	-0.00903919	0.00358114	-0.0310857	0.0145023	0.0395787	0.00668744
FJ76	islands	Village Dog Fiji-Kadavu	0.0329839	0.017869	0.00237047	0.0440401	-0.0353604	-0.0572328	0.0455497	0.0764321	-0.0167458	0.0217338	0.00942285	-0.00570281	0.00349564	0.00763393	0.00795161	-0.0198301	0.00342373	-0.0115081	-0.00981165	-0.00803487
FJ79	islands	Village Dog Fiji-Kadavu	0.0287222	0.0212032	0.00637306	0.0670554	-0.0605035	-0.0780159	0.0939832	0.1705	-0.0225027	-0.00316071	-0.0197664	-0.0132884	-0.0181987	-0.00331967	-0.00225772	0.00422987	-0.0139834	0.00635909	0.0244256	-0.0121242
FJ81	islands	Village Dog Fiji-Kadavu	0.030649	0.0221272	0.00421467	0.0688378	-0.0538444	-0.0744582	0.0774563	0.156915	-0.0124224	0.00483894	0.00599052	0.013925	-0.00271196	-0.0236736	-0.00408749	-0.0120968	-0.00374515	0.0134307	0.00596261	-0.0123342
FJ83	islands	Village Dog Fiji-Kadavu	0.0333687	0.0210011	0.00524314	0.0831978	-0.0642958	-0.0970266	0.106613	0.226524	-0.0327577	-0.01169	-0.0327598	-0.0163788	0.00129213	-0.0201754	-0.0209441	-0.00948225	-0.00360995	-0.0072965	0.0259265	0.0290968
FJ87	islands	Village Dog Fiji-Kadavu	0.0337767	0.0207035	0.00711369	0.0872716	-0.0798034	-0.0936759	0.132963	0.266935	-0.045064	-0.0164231	-0.0390146	-0.0348829	0.00864081	-0.0212244	-0.0111079	-0.00128898	-0.0357949	0.015362	0.0548288	-8.53818e-4
FJ88	islands	Village Dog Fiji-Kadavu	0.0329783	0.0190942	0.00757505	0.0688893	-0.0599011	-0.0635795	0.0846058	0.180283	-0.022771	-0.00813452	-0.0109106	-0.0108712	-0.00758019	-0.00898734	-0.0168195	-0.0137583	-0.0157356	0.0168805	0.0242964	0.0123777
FJ91	islands	Village Dog Fiji-Kadavu	0.0343062	0.0195407	0.00528807	0.0865206	-0.0800478	-0.0842343	0.113964	0.224214	-0.0320624	0.00200495	-0.0403672	-0.0269497	-0.00952067	-0.0238208	-0.011131	0.00598702	-0.0192291	0.0162394	0.0525233	-0.0037477
FJ84	islands	Village Dog Fiji-Tavenui	0.0279436	0.018531	0.00360214	0.038813	-0.0282994	-0.0414109	0.0251054	0.0340077	0.00232703	8.47561e-4	0.0119034	0.00848578	-0.00208399	0.0113172	-0.0111121	-0.0229469	0.0102963	0.00746427	-0.00736194	0.0129868
FJ04	islands	Village Dog Fiji-Viti Levu	0.0324397	0.0211162	0.00581669	0.0503237	-0.0306663	-0.0305368	0.0316713	0.0381244	-0.00667446	-0.00377465	0.00779836	0.00687294	0.00866895	0.0123297	0.00813168	-0.0148061	-0.00770509	0.00570062	-0.0241946	-0.0122784
FJ10	islands	Village Dog Fiji-Viti Levu	0.0395999	0.0147121	0.00325136	0.0256393	-0.0256935	0.0682693	0.0128358	0.0513652	2.57387e-4	0.00204193	-0.00666783	-0.00439577	0.0201303	-0.0027161	0.00403034	-0.0197931	-0.0245856	-0.0257869	0.0268185	-0.0184321
FJ17	islands	Village Dog Fiji-Viti Levu	0.0358736	0.0147068	0.00211868	0.0430205	-0.0347071	-0.0351234	0.0361864	0.0481626	-0.0142479	0.0130583	-0.00250754	0.00127876	-0.0019356	0.0149378	0.0210058	-0.0114181	0.0090795	0.00662692	0.0135076	-0.0413537
FJ20	islands	Village Dog Fiji-Viti Levu	0.0329719	0.0186312	0.00294614	0.0406289	-0.0321269	-0.0243869	0.0367129	0.0461039	-0.00383568	0.00715539	-0.00800344	-0.00294686	0.0239729	0.0129332	0.020962	-0.0171866	0.00717893	-0.019393	-0.0168593	-0.0124919
FJ23	islands	Village Dog Fiji-Viti Levu	0.0347216	0.0158572	0.00175267	0.0316544	-0.0287921	7.68194e-5	0.030062	0.0548027	-0.00421667	-0.00216093	-0.00423504	0.00319067	-0.0102037	-0.00621173	0.00358968	-0.00707247	0.00944782	0.0210384	-0.0195013	-0.0189477
FJ35	islands	Village Dog Fiji-Viti Levu	0.0357111	0.0185244	-6.10891e-5	0.0416054	-0.0343889	-0.0430448	0.0305716	0.041181	-0.0128019	5.4351e-4	0.0107055	0.0130797	0.00403791	0.00256014	0.0150979	-0.0179863	0.0268516	6.31871e-4	-0.00922918	-0.0173716
FJ37	islands	Village Dog Fiji-Viti Levu	0.0221299	0.018957	-3.40448e-4	0.0264781	-0.022075	-0.00384499	0.0295774	0.0397885	-0.00828862	0.00879319	0.00101425	0.0193454	0.00826882	0.0128844	0.0292076	0.00129168	0.00819574	0.0336136	-0.0031795	-0.00920841
FJ41	islands	Village Dog Fiji-Viti Levu	0.034299	0.0157052	0.00264719	0.0378928	-0.0253086	-0.0289426	0.0175008	0.0625084	0.00505513	0.00876543	0.00248105	-0.00750015	0.0307235	0.00728344	0.00334692	-0.00365693	0.0185466	0.00680627	-0.010667	-0.0122851
FJ43	islands	Village Dog Fiji-Viti Levu	0.0337053	0.0188394	0.0032791	0.0363966	-0.0313536	-0.0441905	0.0336807	0.0391802	0.0018000100000000001	-0.0100049	0.0108057	0.00435124	0.00242535	0.018683	0.0137655	-0.0169026	0.0202617	0.0132752	-0.0235405	-0.0499094
FJ46	islands	Village Dog Fiji-Viti Levu	0.0342673	0.0202317	0.00139628	0.0433941	-0.0326721	-0.0470659	0.0301077	0.0527477	4.33325e-4	-0.0031506	-7.23448e-4	0.00513838	-0.00984374	0.00932438	0.0134284	-0.0268202	-0.00261619	-0.0249597	-0.0178399	-0.020844
FJ47	islands	Village Dog Fiji-Viti Levu	0.0362049	0.0172979	0.0056754	0.0548299	-0.0488302	-0.0580037	0.0412039	0.0456041	-0.00895116	-0.00165676	0.0130371	1.74854e-4	0.0135209	0.021553	8.34956e-4	-0.00973392	0.00320759	-0.00478523	-0.0141731	-0.0492797
FJ51	islands	Village Dog Fiji-Viti Levu	0.035192	0.0176533	0.00104648	0.0436389	-0.036299	-0.0470521	0.0395719	0.0493753	-0.0133246	0.0013674	-0.0066317600000000004	-0.00344229	0.00639676	-0.00704203	0.0094475	-0.00835791	-0.0096189	0.0139089	-0.0163868	-0.016268
FJ53	islands	Village Dog Fiji-Viti Levu	0.034205	0.01754	-0.00113813	0.0499569	-0.0306897	-0.0434254	0.0350118	0.0549341	-0.00786923	-0.0034635	0.00429126	0.00576612	0.0096059	0.0151624	0.0105761	-0.0367106	0.0022885	-0.0057592	-0.00516365	-0.0270016
FJ54	islands	Village Dog Fiji-Viti Levu	0.0353715	0.0171491	0.00257546	0.0434538	-0.0268272	-0.0454354	0.037633	0.050101	-0.00314497	-0.0124701	0.00800346	-0.0061241	0.00926691	0.0245721	-0.00147251	-0.0146519	0.0248488	0.00993801	-0.0102707	-0.00893109
FJ58	islands	Village Dog Fiji-Viti Levu	0.0344734	0.0151867	0.00481443	0.0422323	-0.0297931	-0.0462339	0.032842	0.0388283	-0.00680478	-0.00310196	0.00275766	0.00851993	0.0170465	0.026828	0.0221631	-0.00121885	0.00525982	0.00564552	-0.0065722	-0.0311201
FJ61	islands	Village Dog Fiji-Viti Levu	0.0289072	0.0168147	0.00203905	0.0435846	-0.0290619	-0.0398958	0.0344104	0.0418977	0.00146638	-0.00117768	0.00236843	0.0026951	-0.00650526	0.0171468	0.00828496	-0.00557669	-0.00188953	-0.0149123	0.0176016	-0.0336042
FP51	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0352797	0.0144771	0.00584658	0.0212394	-0.0430196	0.074558	0.00657847	0.00563603	0.0121411	-0.0221249	-0.0367447	-0.0731317	0.019983	-0.0442303	-0.0335572	0.0158516	0.0147201	0.139832	-0.163215	0.121241
FP54	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0315827	0.0145488	0.00762135	0.0240236	-0.0469735	0.0595548	0.0062447	-0.00173258	0.0123275	-0.0266144	-0.0281025	-0.0620084	0.0146406	-0.0605231	-0.0386704	0.0202105	0.0140762	0.17301	-0.191429	0.143507
FP56	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0406049	0.0161248	0.00623333	0.0259695	-0.0308928	0.0809455	0.00141187	-0.0111467	0.00695541	-0.0266466	-0.0529588	-0.0460381	0.0191794	-0.0124931	-0.0203426	0.0156398	0.00130391	0.166253	-0.158762	0.038128
FP57	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0390568	0.014265	0.00535383	0.0192287	-0.0260896	0.0490432	0.0100552	-0.0290428	-0.0137761	-0.0157167	-0.0482918	-0.0325141	0.00519991	0.0162188	0.0119336	0.00881845	0.0584513	0.0823718	-0.0238122	-0.0253998
FP59	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0407335	0.0157155	0.0076804	0.0306927	-0.0424654	0.037257	0.0152738	-0.0581172	-0.00526184	-0.0303658	-0.0599812	-0.0324496	0.0137675	0.00116367	0.00958166	0.008359	0.0653385	0.11246	-0.0610433	0.0071618
FP60	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.037703	0.0190819	0.00709981	0.0230333	-0.047022	0.0883795	9.73832e-4	-0.00514709	0.00797696	-0.0340537	-0.0549754	-0.0701088	0.0180826	-0.0216499	-0.0103168	0.0120456	-0.00651051	0.1912	-0.18273	0.0728401
FP63	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0396348	0.0164592	0.00391713	0.0317663	-0.0429214	0.0742195	0.00123805	0.00220582	0.00524939	-0.0289264	-0.0481502	-0.0356728	0.00713439	-0.0276199	-0.0157966	-0.00632727	0.00604198	0.138092	-0.165565	0.111852
FP66	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0354455	0.0144991	0.00504427	0.0276145	-0.0452919	0.060403	-0.00156136	-0.00434366	0.0102184	-0.0497635	-0.048546	-0.0650527	0.0166141	-0.0230685	4.12653e-4	0.0152482	0.00644066	0.153114	-0.166339	0.111776
FP68	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0376159	0.0155207	0.00106839	0.0251342	-0.0194595	0.0661093	-0.00919067	-0.00277132	0.0022358	-0.0140592	-0.0195884	-0.0414681	0.0142445	-0.0320291	0.0122612	-0.0115064	-0.0228607	0.0538804	-0.0559899	0.0235054
FP69	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0365022	0.0167369	0.00755704	0.0290719	-0.0350115	0.0415884	0.00718734	-0.0264695	-0.00125089	-0.0317558	-0.0430621	-0.04601	-0.00705317	-4.24342e-4	-0.00150198	0.0146208	-0.0466043	0.0721023	-0.072704	0.0397
FP71	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0393493	0.0155613	-7.9025e-5	0.0260382	-0.0307672	0.0448936	0.00748755	-0.0120288	0.00538809	-0.00855313	-0.042263	-0.02356	0.0275687	0.0391664	0.0143714	-5.87956e-4	0.113477	0.081995	-0.0364782	-0.0171091
FP73	islands	Village Dog French Polynesia-Marquesas-Hiva Oa	0.0480085	0.0158584	0.0161474	0.127989	-0.155601	0.00935677	0.06355	-0.218933	-0.0717865	-0.0939038	-0.153662	-0.0506484	-0.094887	-0.00441973	-0.0189849	0.0642804	-0.0747137	-0.0885612	0.0491471	-0.135428
FP05	islands	Village Dog French Polynesia-Society Islands-Bora Bora	0.0339323	0.0157396	0.00236268	0.017188	-0.0178264	0.0537813	-0.00691747	0.00487846	-0.00419379	-0.00406895	-0.00955042	-0.0306974	0.0141953	-0.0164113	0.00407278	0.00884701	-0.0312191	0.00665151	-0.0446222	0.0421874
FP06	islands	Village Dog French Polynesia-Society Islands-Bora Bora	0.0309703	0.0165546	0.00785569	0.0307382	-0.0202254	0.0353972	0.00511483	-0.0289878	-0.00501865	-0.00442187	-0.0196232	-0.0138735	-0.0257959	-0.0189612	-0.00157427	0.00408102	-0.0352414	0.00421265	-0.0475146	0.0386208
FP08	islands	Village Dog French Polynesia-Society Islands-Bora Bora	0.0398683	0.0165089	0.0106727	0.0765231	-0.0784366	0.0304159	0.0205891	-0.0995918	-0.0246866	-0.030267	-0.0719621	-0.0073346	-0.0533487	-0.010307	0.00836796	0.0196548	-0.0725409	-0.0195812	-0.00963234	-0.0149579
FP09	islands	Village Dog French Polynesia-Society Islands-Bora Bora	0.032167	0.0178795	0.00375516	0.0309565	-0.0316719	0.0479248	0.0013646	-0.0316326	-0.00836193	-0.00428294	-0.0265333	-0.0123674	-0.00961971	-0.00135657	0.00730955	0.00642068	-0.0334064	-0.0231838	-0.0130605	-0.00451033
FP10	islands	Village Dog French Polynesia-Society Islands-Bora Bora	0.035812	0.0200181	0.0190781	0.0875233	-0.10008	-0.0075615	0.0462158	-0.140878	-0.0589952	-0.06362	-0.0985442	-0.0256081	-0.0588937	-0.00413062	-0.00719115	0.0341817	-0.0404341	-0.0334729	0.00619199	-0.0587778
FP31	islands	Village Dog French Polynesia-Society Islands-Huahine	0.0468207	0.0180592	0.0163752	0.117835	-0.137375	-0.0014967	0.0564778	-0.201583	-0.0761376	-0.089748	-0.142166	-0.0347617	-0.0893031	0.00133885	-0.0125732	0.0811496	-0.0701082	-0.0384594	-0.0124736	-0.0702906
FP34	islands	Village Dog French Polynesia-Society Islands-Huahine	0.0335752	0.0171259	0.00932624	0.0431561	-0.0427392	0.0367858	0.0100597	-0.0374127	-0.00767964	-0.0227443	-0.0418012	-0.0224559	-0.00585147	-0.00823545	-0.0117122	0.00782584	-0.0227418	-0.0064608	-0.0324936	0.0194155
FP36	islands	Village Dog French Polynesia-Society Islands-Huahine	0.0362091	0.0164658	0.00448469	0.0252776	-0.0360719	0.0653459	0.0070262	-0.0193522	-0.00647348	-0.00850726	-0.0338394	-0.0294362	0.00168801	0.00614383	0.00395085	-0.00355335	-0.00726542	0.00382286	-0.00702952	8.99243e-4
FP37	islands	Village Dog French Polynesia-Society Islands-Huahine	0.0312005	0.0159015	0.00207219	0.0190016	-0.0160553	0.037303	-0.00678922	-0.0237767	-0.0163884	-7.40825e-4	-0.0292077	-0.0296517	0.0153019	-0.0212111	0.00511396	-0.0160365	-0.035542	0.0170889	-0.0286458	-0.004726
FP41	islands	Village Dog French Polynesia-Society Islands-Huahine	0.0316072	0.0192586	0.00915467	0.0384908	-0.0326014	0.0821111	-2.46894e-5	-0.0114955	0.00245417	-0.0114372	-0.0206013	-0.0190349	-0.00261613	-0.0282408	-0.00884248	0.0108095	-0.0387568	0.00606189	-0.0337909	0.044194
FP42	islands	Village Dog French Polynesia-Society Islands-Huahine	0.0342663	0.0176219	0.00641567	0.0370713	-0.0436728	0.0479966	0.0139157	-0.0480671	-0.00265972	-0.0265936	-0.0323957	-0.0214088	-0.00385761	-0.0163541	0.00100398	0.00880377	-0.0404248	0.0312575	-0.0058494	0.0208003
FP43	islands	Village Dog French Polynesia-Society Islands-Huahine	0.0315507	0.0134598	-3.09805e-4	0.0180641	-0.0301446	0.0339337	0.00195541	-0.00640665	-0.00800041	-0.00296936	-0.0266669	-0.0242004	1.34972e-4	7.64973e-4	0.0084559	0.0122346	0.0185662	-0.0126725	-0.0347151	-0.00501638
FP49	islands	Village Dog French Polynesia-Society Islands-Huahine	0.0355127	0.0183606	0.00398815	0.0434404	-0.0485255	0.0310659	0.0126912	-0.0350302	-0.0233865	-0.015556	-0.0328663	-0.0308932	-0.0117724	-0.0153896	0.00796158	-8.06251e-4	-0.0348843	-0.0178861	-0.0265645	-0.00360835
FP01	islands	Village Dog French Polynesia-Society Islands-Moorea	0.0313041	0.0159592	9.6229e-4	0.00475897	-0.00148798	-0.0110632	-0.00489119	-0.00428052	-0.00721763	0.0211153	-0.0110655	0.00222167	-0.014059	0.0188004	-0.0032073	0.0231625	0.00391264	-0.00565314	-0.0726246	0.0278906
FP03	islands	Village Dog French Polynesia-Society Islands-Moorea	0.0411749	0.0143707	0.00721166	0.0626639	-0.0625711	0.0420678	0.0259128	-0.0800765	-0.0204173	-0.0371751	-0.0598327	-0.0178883	-0.0387981	0.00303646	-0.00674113	0.0125731	-0.0707583	-0.0217179	0.00770304	-0.0135387
FP04	islands	Village Dog French Polynesia-Society Islands-Moorea	0.0339138	0.0179269	0.00285797	0.0303617	-0.0271148	0.0293398	0.00441001	-0.0104878	-0.00786277	-0.00582106	-0.0261899	-0.0256963	-0.00875971	0.00269158	0.018673	-0.00423594	-0.0297454	0.00249652	-0.0266274	0.0278879
FP77	islands	Village Dog French Polynesia-Society Islands-Moorea	0.0418148	0.015828	0.0045993	0.0712784	-0.0717467	0.0179925	0.0261495	-0.114735	-0.0301952	-0.0671696	-0.0948547	-0.0246139	-0.0207463	0.0263701	0.0160177	0.0411812	0.0609602	0.0371425	0.00256698	-0.0684873
FP78	islands	Village Dog French Polynesia-Society Islands-Moorea	0.0399214	0.0145486	0.0121953	0.0271023	-0.0259071	0.109557	-0.00714258	9.6896e-4	-0.0113657	-0.0166151	-0.0247851	-0.0294859	-0.00885326	-0.00773273	-0.0214956	0.00793089	-0.00297675	0.0128345	-0.00605361	0.0358185
FP12	islands	Village Dog French Polynesia-Society Islands-Raiatea	0.0469708	0.0150468	0.0122472	0.0883108	-0.077740600000000007	0.0394593	0.032777100000000003	-0.104338	-0.0297751	-0.0618563	-0.0614107	0.00348581	-0.0488661	-0.0151235	-0.00515239	0.0318782	-0.0396536	0.010595	0.00968167	-0.0168384
